"Date","beef_commercial","veal_commercial","pork_commercial","lamb_commercial","total_red_commercial","beef_federal","veal_federal","pork_federal","lamb_federal","total_red_federal","broilers_federal","chicken_federal","turkey_federal","total_poultry_federal","total_meat_federal"
"Jan-1981","1937.0","35.0","1416.0","29.0","3416.9","1826.0","28.0","1356.0","29.0","3239.0","974.6",NULL,"142.1","1175.1","4414.1"
"Dec-1980","1857.0","35.0","1428.0","28.0","3348.5","1748.0","28.0","1358.0","27.0","3161.0","940.4",NULL,"190.8","1182.1","4343.1"
"Nov-1980","1702.0","31.0","1339.0","24.0","3097.1","1597.0","23.0","1281.0","23.0","2925.0","796.1",NULL,"246.3","1084.0","4009.0"
"Oct-1980","2026.0","38.0","1485.0","29.0","3576.6","1907.0","30.0","1429.0","28.0","3393.0","997.2",NULL,"276.8","1332.4","4725.4"
"Sep-1980","1827.0","33.0","1335.0","26.0","3221.1","1724.0","25.0","1285.0","24.0","3060.0","941.8",NULL,"244.3","1234.0","4294.0"
"Aug-1980","1773.0","31.0","1189.0","23.0","3015.9","1680.0","24.0","1142.0","22.0","2868.0","913.8",NULL,"227.0","1178.3","4046.3"
"Jul-1980","1784.0","31.0","1232.0","23.0","3069.5","1688.0","24.0","1181.0","22.0","2916.0","936.3",NULL,"240.3","1216.2","4132.2"
"Jun-1980","1725.0","30.0","1312.0","22.0","3088.6","1633.0","22.0","1257.0","21.0","2933.0","976.2",NULL,"206.9","1231.5","4164.5"
"May-1980","1784.0","29.0","1471.0","27.0","3310.5","1692.0","23.0","1411.0","26.0","3151.0","1006.7",NULL,"178.4","1239.2","4390.2"
"Apr-1980","1742.0","30.0","1516.0","28.0","3315.3","1644.0","23.0","1447.0","27.0","3141.0","1009.0",NULL,"143.0","1215.5","4356.5"
"Mar-1980","1653.0","30.0","1388.0","28.0","3099.0","1560.0","25.0","1330.0","28.0","2941.0","920.0",NULL,"127.9","1105.8","4046.8"
"Feb-1980","1708.0","28.0","1288.0","25.0","3049.8","1619.0","23.0","1234.0","25.0","2901.0","872.7",NULL,"109.4","1044.6","3945.6"
"Jan-1980","1888.0","33.0","1450.0","27.0","3397.7","1783.0","26.0","1386.0","26.0","3222.0","962.0",NULL,"141.2","1169.3","4391.3"
"Dec-1979","1695.0","30.0","1326.0","23.0","3074.2","1594.0","23.0","1260.0","23.0","2900.0","807.2",NULL,"165.5","1019.5","3919.5"
"Nov-1979","1780.0","33.0","1470.0","23.0","3305.7","1666.0","25.0","1403.0","22.0","3116.0","820.1",NULL,"261.9","1128.1","4244.1"
"Oct-1979","1942.0","37.0","1551.0","26.0","3556.2","1830.0","28.0","1492.0","25.0","3376.0","1038.0",NULL,"297.5","1398.7","4774.7"
"Sep-1979","1618.0","31.0","1204.0","23.0","2876.3","1528.0","24.0","1159.0","22.0","2733.0","863.2",NULL,"233.0","1148.1","3881.1"
"Aug-1979","1921.0","34.0","1351.0","23.0","3329.1","1824.0","27.0","1302.0","22.0","3175.0","1026.3",NULL,"267.7","1354.1","4529.1"
"Jul-1979","1683.0","34.0","1220.0","22.0","2958.5","1588.0","26.0","1176.0","21.0","2811.0","965.3",NULL,"219.2","1233.9","4044.9"
"Jun-1979","1726.0","32.0","1211.0","21.0","2989.9","1634.0","23.0","1168.0","20.0","2845.0","940.7",NULL,"195.9","1187.9","4032.9"
"May-1979","1765.0","33.0","1307.0","25.0","3129.8","1670.0","26.0","1262.0","24.0","2981.0","1013.5",NULL,"157.3","1224.8","4205.8"
"Apr-1979","1585.0","33.0","1236.0","25.0","2879.0","1494.0","26.0","1191.0","25.0","2735.0","889.8",NULL,"112.3","1059.2","3794.2"
"Mar-1979","1777.0","38.0","1249.0","27.0","3090.4","1677.0","29.0","1203.0","26.0","2935.0","905.0",NULL,"95.0","1056.0","3991.0"
"Feb-1979","1700.0","35.0","1000.0","21.0","2755.7","1602.0","26.0","958.0","21.0","2607.0","749.1",NULL,"77.2","872.9","3479.9"
"Jan-1979","2070.0","41.0","1146.0","23.0","3279.9","1952.0","32.0","1094.0","23.0","3101.0","897.3",NULL,"99.3","1049.9","4150.9"
"Dec-1978","1901.0","40.0","1129.0","24.0","3093.6","1786.0","31.0","1072.0","23.0","2912.0","767.3",NULL,"156.3","970.4","3882.4"
"Nov-1978","2038.0","45.0","1236.0","25.0","3344.7","1910.0","33.0","1185.0","24.0","3152.0","779.1",NULL,"248.9","1073.8","4225.8"
"Mar-1957","1099.0","112.0","831.0","56.0","2098.0","850.0","68.0","703.0","50.0","1671.0",NULL,NULL,NULL,NULL,NULL
"Oct-1978","2103.0","48.0","1176.0","27.0","3354.7","1981.0","35.0","1133.0","26.0","3176.0","896.4",NULL,"271.2","1220.2","4396.2"
"Sep-1978","1974.0","45.0","1095.0","25.0","3139.4","1869.0","33.0","1057.0","24.0","2983.0","834.0",NULL,"230.9","1110.8","4093.8"
"Aug-1978","2097.0","50.0","1101.0","25.0","3273.6","1983.0","37.0","1060.0","24.0","3105.0","930.8",NULL,"248.9","1225.2","4330.2"
"Jul-1978","1852.0","44.0","964.0","23.0","2883.3","1748.0","32.0","926.0","23.0","2729.0","801.7",NULL,"199.9","1044.3","3773.3"
"Jun-1978","1962.0","47.0","1047.0","25.0","3080.6","1850.0","35.0","1007.0","24.0","2916.0","874.9",NULL,"189.5","1118.7","4034.7"
"May-1978","2066.0","52.0","1125.0","26.0","3268.7","1948.0","38.0","1083.0","25.0","3093.0","902.6",NULL,"129.3","1080.2","4173.2"
"Apr-1978","1910.0","50.0","1093.0","25.0","3078.7","1798.0","37.0","1053.0","24.0","2913.0","769.1",NULL,"80.8","893.8","3806.8"
"Mar-1978","2074.0","60.0","1179.0","28.0","3342.3","1955.0","47.0","1135.0","27.0","3164.0","830.0",NULL,"86.3","972.2","4136.2"
"Feb-1978","1954.0","56.0","1013.0","23.0","3044.9","1837.0","42.0","972.0","22.0","2872.0","715.7",NULL,"59.7","824.5","3696.5"
"Jan-1978","2078.0","62.0","1051.0","25.0","3214.7","1958.0","46.0","1006.0","24.0","3034.0","781.4",NULL,"81.8","913.3","3947.3"
"Dec-1977","2045.0","63.0","1108.0","25.0","3241.1","1908.0","45.0","1053.0","24.0","3030.0","753.2",NULL,"148.2","950.1","3980.1"
"Nov-1977","2080.0","68.0","1241.0","27.0","3416.4","1929.0","48.0","1189.0","26.0","3193.0","719.8",NULL,"246.8","1010.9","4203.9"
"Oct-1977","2095.0","70.0","1151.0","29.0","3345.1","1956.0","49.0","1107.0","28.0","3139.0","775.5",NULL,"250.3","1073.4","4212.4"
"Sep-1977","2122.0","71.0","1130.0","30.0","3353.7","1993.0","49.0","1090.0","29.0","3161.0","808.2",NULL,"238.2","1095.4","4256.4"
"Aug-1977","2229.0","72.0","1074.0","29.0","3404.3","2092.0","51.0","1033.0","28.0","3204.0","870.4",NULL,"244.4","1159.1","4363.1"
"Jul-1977","1970.0","62.0","869.0","25.0","2925.5","1854.0","43.0","835.0","24.0","2756.0","745.5",NULL,"189.6","971.4","3727.4"
"Jun-1977","2182.0","66.0","1022.0","29.0","3297.7","2049.0","47.0","980.0","28.0","3103.0","843.7",NULL,"176.5","1075.2","4178.2"
"May-1977","1991.0","61.0","1044.0","25.0","3121.8","1864.0","43.0","1003.0","25.0","2935.0","809.9",NULL,"110.0","969.7","3904.7"
"Apr-1977","1985.0","59.0","1119.0","31.0","3194.9","1856.0","44.0","1077.0","30.0","3007.0","744.9",NULL,"78.9","877.1","3884.1"
"Mar-1977","2190.0","70.0","1257.0","34.0","3550.8","2041.0","53.0","1206.0","33.0","3334.0","783.2",NULL,"80.3","918.9","4252.9"
"Feb-1977","1981.0","63.0","1013.0","27.0","3083.9","1847.0","47.0","968.0","26.0","2888.0","659.2",NULL,"58.7","763.9","3651.9"
"Jan-1977","2116.0","68.0","1024.0","29.0","3236.7","1976.0","50.0","977.0","28.0","3031.0","713.8",NULL,"70.5","831.5","3862.5"
"Dec-1976","2113.0","77.0","1146.0","31.0","3367.0",NULL,NULL,NULL,NULL,NULL,"716.8",NULL,"146.5","908.2",NULL
"Nov-1976","2096.0","72.0","1255.0","30.0","3453.0",NULL,NULL,NULL,NULL,NULL,"699.2",NULL,"261.5","1001.9",NULL
"Oct-1976","2203.0","75.0","1188.0","31.0","3497.0",NULL,NULL,NULL,NULL,NULL,"769.5",NULL,"256.6","1072.5",NULL
"Sep-1976","2274.0","75.0","1084.0","34.0","3467.0",NULL,NULL,NULL,NULL,NULL,"800.3",NULL,"252.8","1101.9",NULL
"Aug-1976","2233.0","67.0","1020.0","30.0","3350.0",NULL,NULL,NULL,NULL,NULL,"805.2",NULL,"243.8","1093.2",NULL
"Jul-1976","2111.0","62.0","847.0","28.0","3048.0",NULL,NULL,NULL,NULL,NULL,"766.0",NULL,"213.9","1024.7",NULL
"Jun-1976","2161.0","63.0","899.0","27.0","3150.0",NULL,NULL,NULL,NULL,NULL,"825.9",NULL,"182.2","1055.8",NULL
"May-1976","1969.0","56.0","880.0","23.0","2928.0",NULL,NULL,NULL,NULL,NULL,"745.4",NULL,"106.5","891.7",NULL
"Apr-1976","2015.0","59.0","1003.0","32.0","3109.0",NULL,NULL,NULL,NULL,NULL,"742.5",NULL,"79.9","876.1",NULL
"Mar-1976","2318.0","71.0","1093.0","33.0","3515.0",NULL,NULL,NULL,NULL,NULL,"771.9",NULL,"68.6","890.4",NULL
"Feb-1976","1966.0","62.0","850.0","29.0","2907.0",NULL,NULL,NULL,NULL,NULL,"632.3",NULL,"61.7","739.0",NULL
"Jan-1976","2208.0","73.0","953.0","33.0","3267.0",NULL,NULL,NULL,NULL,NULL,"712.3",NULL,"76.3","836.0",NULL
"Dec-1975","2055.0","76.0","996.0","32.0","3159.0",NULL,NULL,NULL,NULL,NULL,"691.4",NULL,"157.5","893.5",NULL
"Nov-1975","1970.0","76.0","904.0","28.0","2978.0",NULL,NULL,NULL,NULL,NULL,"560.7",NULL,"220.2","817.7",NULL
"Oct-1975","2270.0","95.0","936.0","38.0","3339.0",NULL,NULL,NULL,NULL,NULL,"739.8",NULL,"257.5","1045.6",NULL
"Sep-1975","2065.0","82.0","901.0","40.0","3088.0",NULL,NULL,NULL,NULL,NULL,"684.9",NULL,"229.0","957.5",NULL
"Aug-1975","1961.0","73.0","794.0","32.0","2860.0",NULL,NULL,NULL,NULL,NULL,"680.5",NULL,"203.3","922.7",NULL
"Jul-1975","1916.0","77.0","817.0","32.0","2842.0",NULL,NULL,NULL,NULL,NULL,"714.2",NULL,"193.2","947.5",NULL
"Jun-1975","1849.0","63.0","889.0","31.0","2832.0",NULL,NULL,NULL,NULL,NULL,"683.1",NULL,"138.4","866.5",NULL
"May-1975","1849.0","59.0","934.0","31.0","2873.0",NULL,NULL,NULL,NULL,NULL,"690.1",NULL,"81.9","814.1",NULL
"Apr-1975","1895.0","60.0","1100.0","34.0","3089.0",NULL,NULL,NULL,NULL,NULL,"688.3",NULL,"68.7","806.5",NULL
"Mar-1975","1891.0","57.0","976.0","35.0","2959.0",NULL,NULL,NULL,NULL,NULL,"616.6",NULL,"54.4","717.7",NULL
"Feb-1975","1845.0","50.0","954.0","31.0","2880.0",NULL,NULL,NULL,NULL,NULL,"570.2",NULL,"47.1","658.7",NULL
"Jan-1975","2106.0","59.0","1114.0","36.0","3315.0",NULL,NULL,NULL,NULL,NULL,"646.2",NULL,"64.9","761.6",NULL
"Dec-1974","1918.0","47.0","1091.0","32.0","3088.0",NULL,NULL,NULL,NULL,NULL,"589.6",NULL,"119.9","751.2",NULL
"Nov-1974","1952.0","48.0","1123.0","32.0","3155.0",NULL,NULL,NULL,NULL,NULL,"524.5",NULL,"215.3","785.1",NULL
"Oct-1974","2151.0","59.0","1217.0","44.0","3471.0",NULL,NULL,NULL,NULL,NULL,"686.9",NULL,"261.1","996.1",NULL
"Sep-1974","1857.0","47.0","1127.0","43.0","3074.0",NULL,NULL,NULL,NULL,NULL,"621.1",NULL,"220.2","881.6",NULL
"Aug-1974","1953.0","40.0","1100.0","39.0","3132.0",NULL,NULL,NULL,NULL,NULL,"713.8",NULL,"237.2","1001.8",NULL
"Jul-1974","1941.0","34.0","1015.0","36.0","3026.0",NULL,NULL,NULL,NULL,NULL,"720.1",NULL,"213.1","979.8",NULL
"Jun-1974","1839.0","27.0","1050.0","29.0","2945.0",NULL,NULL,NULL,NULL,NULL,"687.2",NULL,"159.7","898.5",NULL
"May-1974","1945.0","29.0","1256.0","36.0","3266.0",NULL,NULL,NULL,NULL,NULL,"745.0",NULL,"113.2","916.9",NULL
"Apr-1974","1853.0","28.0","1225.0","43.0","3149.0",NULL,NULL,NULL,NULL,NULL,"672.4",NULL,"80.1","807.8",NULL
"Mar-1974","1858.0","29.0","1167.0","44.0","3098.0",NULL,NULL,NULL,NULL,NULL,"641.9",NULL,"58.9","754.4",NULL
"Feb-1974","1603.0","25.0","999.0","34.0","2661.0",NULL,NULL,NULL,NULL,NULL,"601.2",NULL,"59.8","708.0",NULL
"Jan-1974","1973.0","29.0","1212.0","41.0","3255.0",NULL,NULL,NULL,NULL,NULL,"713.1",NULL,"97.3","862.8",NULL
"Dec-1973","1778.0","24.0","1058.0","34.0","2894.0",NULL,NULL,NULL,NULL,NULL,"588.2",NULL,"174.6","804.9",NULL
"Nov-1973","1874.0","28.0","1137.0","40.0","3079.0",NULL,NULL,NULL,NULL,NULL,"641.7",NULL,"269.9","958.4",NULL
"Oct-1973","1996.0","28.0","1152.0","49.0","3225.0",NULL,NULL,NULL,NULL,NULL,"733.5",NULL,"272.6","1059.8",NULL
"Sep-1973","1641.0","24.0","929.0","41.0","2635.0",NULL,NULL,NULL,NULL,NULL,"609.5",NULL,"212.3","864.6",NULL
"Aug-1973","1662.0","25.0","973.0","44.0","2704.0",NULL,NULL,NULL,NULL,NULL,"703.5",NULL,"234.1","977.5",NULL
"Jul-1973","1695.0","24.0","889.0","43.0","2651.0",NULL,NULL,NULL,NULL,NULL,"673.6",NULL,"185.0","903.2",NULL
"Jun-1973","1740.0","25.0","995.0","39.0","2799.0",NULL,NULL,NULL,NULL,NULL,"680.0",NULL,"142.9","876.8",NULL
"May-1973","1826.0","27.0","1150.0","48.0","3051.0",NULL,NULL,NULL,NULL,NULL,"712.1",NULL,"84.2","847.5",NULL
"Apr-1973","1483.0","24.0","1033.0","39.0","2579.0",NULL,NULL,NULL,NULL,NULL,"594.4",NULL,"55.8","701.2",NULL
"Mar-1973","1774.0","31.0","1134.0","40.0","2979.0",NULL,NULL,NULL,NULL,NULL,"621.4",NULL,"45.3","716.6",NULL
"Feb-1973","1675.0","29.0","979.0","39.0","2722.0",NULL,NULL,NULL,NULL,NULL,"566.2",NULL,"41.6","657.6",NULL
"Jan-1973","1945.0","36.0","1149.0","46.0","3176.0",NULL,NULL,NULL,NULL,NULL,"662.1",NULL,"69.7","781.2",NULL
"Dec-1972","1813.0","31.0","1087.0","42.0","2973.0",NULL,NULL,NULL,NULL,NULL,"582.2",NULL,"152.7","777.3",NULL
"Nov-1972","1897.0","34.0","1218.0","45.0","3194.0",NULL,NULL,NULL,NULL,NULL,"618.1",NULL,"261.3","930.0",NULL
"Oct-1972","2013.0","37.0","1202.0","50.0","3302.0",NULL,NULL,NULL,NULL,NULL,"694.8",NULL,"282.7","1028.4",NULL
"Sep-1972","1880.0","34.0","1073.0","44.0","3031.0",NULL,NULL,NULL,NULL,NULL,"636.1",NULL,"241.7","921.3",NULL
"Aug-1972","1987.0","38.0","1089.0","43.0","3157.0",NULL,NULL,NULL,NULL,NULL,"738.6",NULL,"254.6","1041.8",NULL
"Jul-1972","1692.0","33.0","902.0","37.0","2664.0",NULL,NULL,NULL,NULL,NULL,"636.6",NULL,"186.9","862.3",NULL
"Jun-1972","1913.0","35.0","1087.0","42.0","3077.0",NULL,NULL,NULL,NULL,NULL,"713.1",NULL,"149.0","913.1",NULL
"May-1972","1936.0","35.0","1160.0","44.0","3175.0",NULL,NULL,NULL,NULL,NULL,"715.4",NULL,"74.6","837.6",NULL
"Apr-1972","1717.0","34.0","1139.0","44.0","2934.0",NULL,NULL,NULL,NULL,NULL,"623.7",NULL,"44.3","718.2",NULL
"Mar-1972","1867.0","41.0","1320.0","51.0","3279.0",NULL,NULL,NULL,NULL,NULL,"652.7",NULL,"45.8","748.3",NULL
"Feb-1972","1711.0","37.0","1078.0","44.0","2870.0",NULL,NULL,NULL,NULL,NULL,"596.1",NULL,"45.2","691.3",NULL
"Jan-1972","1792.0","40.0","1105.0","47.0","2984.0",NULL,NULL,NULL,NULL,NULL,"616.1",NULL,"57.6","725.1",NULL
"Dec-1971","1768.0","40.0","1307.0","46.0","3161.0",NULL,NULL,NULL,NULL,NULL,"600.7",NULL,"146.1","792.4",NULL
"Nov-1971","1786.0","42.0","1296.0","44.0","3168.0",NULL,NULL,NULL,NULL,NULL,"576.2",NULL,"242.9","868.7",NULL
"Oct-1971","1824.0","43.0","1213.0","48.0","3128.0",NULL,NULL,NULL,NULL,NULL,"624.5",NULL,"256.0","928.8",NULL
"Sep-1971","1889.0","45.0","1234.0","47.0","3215.0",NULL,NULL,NULL,NULL,NULL,"630.9",NULL,"235.8","919.4",NULL
"Aug-1971","1836.0","42.0","1150.0","41.0","3069.0",NULL,NULL,NULL,NULL,NULL,"673.7",NULL,"221.2","938.2",NULL
"Jul-1971","1850.0","43.0","1057.0","41.0","2991.0",NULL,NULL,NULL,NULL,NULL,"619.4",NULL,"177.1","839.6",NULL
"Jun-1971","1914.0","43.0","1197.0","42.0","3196.0",NULL,NULL,NULL,NULL,NULL,"654.3",NULL,"127.7","834.4",NULL
"May-1971","1761.0","42.0","1188.0","41.0","3032.0",NULL,NULL,NULL,NULL,NULL,"592.1",NULL,"63.1","699.5",NULL
"Apr-1971","1771.0","44.0","1293.0","49.0","3157.0",NULL,NULL,NULL,NULL,NULL,"599.4",NULL,"47.7","698.3",NULL
"Mar-1971","1866.0","48.0","1333.0","51.0","3298.0",NULL,NULL,NULL,NULL,NULL,"616.5",NULL,"42.7","711.4",NULL
"Feb-1971","1617.0","41.0","1073.0","45.0","2776.0",NULL,NULL,NULL,NULL,NULL,"530.3",NULL,"31.5","609.1",NULL
"Jan-1971","1817.0","44.0","1265.0","50.0","3176.0",NULL,NULL,NULL,NULL,NULL,"563.1",NULL,"49.9","662.1",NULL
"Dec-1970","1851.0","44.0","1372.0","46.0","3313.0",NULL,NULL,NULL,NULL,NULL,"561.5",NULL,"149.2","761.8",NULL
"Nov-1970","1696.0","43.0","1255.0","39.0","3033.0",NULL,NULL,NULL,NULL,NULL,"512.9",NULL,"244.9","804.7",NULL
"Oct-1970","1913.0","49.0","1278.0","48.0","3288.0",NULL,NULL,NULL,NULL,NULL,"633.4",NULL,"276.9","963.9",NULL
"Sep-1970","1868.0","49.0","1156.0","46.0","3119.0",NULL,NULL,NULL,NULL,NULL,"613.5",NULL,"244.6","906.4",NULL
"Aug-1970","1734.0","46.0","1008.0","41.0","2829.0",NULL,NULL,NULL,NULL,NULL,"611.5",NULL,"212.0","871.4",NULL
"Jul-1970","1808.0","47.0","990.0","44.0","2889.0",NULL,NULL,NULL,NULL,NULL,"657.0",NULL,"172.1","874.0",NULL
"Jun-1970","1807.0","45.0","981.0","44.0","2877.0",NULL,NULL,NULL,NULL,NULL,"666.1",NULL,"109.5","827.2",NULL
"May-1970","1736.0","45.0","1015.0","43.0","2839.0",NULL,NULL,NULL,NULL,NULL,"601.4",NULL,"44.9","694.6",NULL
"Apr-1970","1783.0","47.0","1137.0","51.0","3018.0",NULL,NULL,NULL,NULL,NULL,"628.0",NULL,"27.6","706.8",NULL
"Mar-1970","1760.0","49.0","1076.0","49.0","2934.0",NULL,NULL,NULL,NULL,NULL,"573.1",NULL,"22.1","643.5",NULL
"Feb-1970","1644.0","44.0","929.0","41.0","2658.0",NULL,NULL,NULL,NULL,NULL,"522.9",NULL,"22.2","585.0",NULL
"Jan-1970","1872.0","50.0","1051.0","47.0","3020.0",NULL,NULL,NULL,NULL,NULL,"580.1",NULL,"40.5","662.3",NULL
"Dec-1969","1804.0","50.0","1109.0","44.0","3007.0",NULL,NULL,NULL,NULL,NULL,"553.2",NULL,"147.4","740.2",NULL
"Nov-1969","1641.0","49.0","1003.0","40.0","2733.0",NULL,NULL,NULL,NULL,NULL,"461.3",NULL,"229.7","726.9",NULL
"Oct-1969","1995.0","61.0","1188.0","49.0","3293.0",NULL,NULL,NULL,NULL,NULL,"610.5",NULL,"266.5","927.6",NULL
"Sep-1969","1855.0","57.0","1073.0","47.0","3032.0",NULL,NULL,NULL,NULL,NULL,"578.0",NULL,"225.8","848.0",NULL
"Aug-1969","1734.0","52.0","943.0","41.0","2770.0",NULL,NULL,NULL,NULL,NULL,"573.8",NULL,"185.3","797.4",NULL
"Jul-1969","1765.0","53.0","970.0","42.0","2830.0",NULL,NULL,NULL,NULL,NULL,"568.4",NULL,"145.5","751.9",NULL
"Jun-1969","1666.0","50.0","964.0","42.0","2722.0",NULL,NULL,NULL,NULL,NULL,"573.9",NULL,"85.4","703.3",NULL
"May-1969","1685.0","50.0","1028.0","45.0","2808.0",NULL,NULL,NULL,NULL,NULL,"562.7",NULL,"39.0","650.0",NULL
"Apr-1969","1667.0","52.0","1145.0","46.0","2910.0",NULL,NULL,NULL,NULL,NULL,"533.5",NULL,"21.0","599.5",NULL
"Mar-1969","1660.0","53.0","1131.0","45.0","2889.0",NULL,NULL,NULL,NULL,NULL,"482.6",NULL,"23.4","547.9",NULL
"Feb-1969","1631.0","52.0","1050.0","42.0","2775.0",NULL,NULL,NULL,NULL,NULL,"445.6",NULL,"21.3","505.9",NULL
"Jan-1969","1857.0","60.0","1170.0","55.0","3142.0",NULL,NULL,NULL,NULL,NULL,"540.7",NULL,"42.6","628.3",NULL
"Dec-1968","1647.0","54.0","1162.0","46.0","2909.0",NULL,NULL,NULL,NULL,NULL,"464.0",NULL,"162.0","670.0",NULL
"Nov-1968","1661.0","61.0","1143.0","45.0","2910.0",NULL,NULL,NULL,NULL,NULL,"425.7",NULL,"245.6","714.6",NULL
"Oct-1968","1917.0","67.0","1249.0","56.0","3289.0",NULL,NULL,NULL,NULL,NULL,"572.0",NULL,"277.2","898.0",NULL
"Sep-1968","1725.0","59.0","1059.0","51.0","2894.0",NULL,NULL,NULL,NULL,NULL,"502.8",NULL,"221.2","759.8",NULL
"Aug-1968","1798.0","59.0","996.0","49.0","2902.0",NULL,NULL,NULL,NULL,NULL,"547.7",NULL,"194.0","782.2",NULL
"Jul-1968","1787.0","57.0","943.0","49.0","2836.0",NULL,NULL,NULL,NULL,NULL,"550.9",NULL,"122.3","712.5",NULL
"Jun-1968","1645.0","52.0","895.0","45.0","2637.0",NULL,NULL,NULL,NULL,NULL,"497.1",NULL,"69.5","600.3",NULL
"May-1968","1795.0","57.0","1110.0","50.0","3012.0",NULL,NULL,NULL,NULL,NULL,"532.2",NULL,"39.1","616.0",NULL
"Apr-1968","1638.0","56.0","1113.0","49.0","2856.0",NULL,NULL,NULL,NULL,NULL,"484.9",NULL,"25.9","556.2",NULL
"Mar-1968","1620.0","57.0","1060.0","46.0","2783.0",NULL,NULL,NULL,NULL,NULL,"448.8",NULL,"21.8","506.5",NULL
"Feb-1968","1633.0","54.0","986.0","48.0","2721.0",NULL,NULL,NULL,NULL,NULL,"429.0",NULL,"25.1","494.0",NULL
"Jan-1968","1798.0","63.0","1150.0","59.0","3070.0",NULL,NULL,NULL,NULL,NULL,"483.9",NULL,"51.9","585.1",NULL
"Dec-1967","1593.0","54.0","1095.0","49.0","2791.0",NULL,NULL,NULL,NULL,NULL,"429.5",NULL,"177.3","650.6",NULL
"Nov-1967","1616.0","64.0","1142.0","50.0","2872.0",NULL,NULL,NULL,NULL,NULL,"449.3",NULL,"278.1","778.3",NULL
"Oct-1967","1726.0","70.0","1154.0","55.0","3005.0",NULL,NULL,NULL,NULL,NULL,"525.5",NULL,"286.3","867.4",NULL
"Sep-1967","1647.0","66.0","1046.0","55.0","2814.0",NULL,NULL,NULL,NULL,NULL,"503.7",NULL,"253.3","805.6",NULL
"Aug-1967","1738.0","68.0","1009.0","54.0","2869.0",NULL,NULL,NULL,NULL,NULL,"573.5",NULL,"246.0","865.5",NULL
"Jul-1967","1604.0","59.0","838.0","48.0","2549.0",NULL,NULL,NULL,NULL,NULL,"488.1",NULL,"153.4","677.7",NULL
"Jun-1967","1748.0","60.0","919.0","49.0","2776.0",NULL,NULL,NULL,NULL,NULL,"548.0",NULL,"102.4","697.4",NULL
"May-1967","1763.0","59.0","930.0","49.0","2801.0",NULL,NULL,NULL,NULL,NULL,"552.0",NULL,"46.4","647.4",NULL
"Apr-1967","1595.0","57.0","1020.0","49.0","2721.0",NULL,NULL,NULL,NULL,NULL,"455.9",NULL,"25.2","529.7",NULL
"Mar-1967","1693.0","65.0","1136.0","61.0","2955.0",NULL,NULL,NULL,NULL,NULL,"472.0",NULL,"26.5","545.5",NULL
"Feb-1967","1540.0","59.0","980.0","57.0","2636.0",NULL,NULL,NULL,NULL,NULL,"403.6",NULL,"24.8","472.3",NULL
"Jan-1967","1728.0","67.0","1108.0","61.0","2964.0",NULL,NULL,NULL,NULL,NULL,"474.9",NULL,"45.3","570.6",NULL
"Dec-1966","1642.0","64.0","1106.0","51.0","2863.0",NULL,NULL,NULL,NULL,NULL,"472.7",NULL,"174.1","692.8",NULL
"Nov-1966","1650.0","72.0","1094.0","50.0","2866.0",NULL,NULL,NULL,NULL,NULL,"435.3",NULL,"274.9","766.1",NULL
"Oct-1966","1668.0","76.0","1029.0","56.0","2829.0",NULL,NULL,NULL,NULL,NULL,"497.1",NULL,"271.9","821.8",NULL
"Sep-1966","1714.0","76.0","991.0","57.0","2838.0",NULL,NULL,NULL,NULL,NULL,"515.4",NULL,"239.9","799.6",NULL
"Aug-1966","1736.0","79.0","879.0","55.0","2749.0",NULL,NULL,NULL,NULL,NULL,"540.4",NULL,"196.4","778.3",NULL
"Jul-1966","1559.0","68.0","747.0","50.0","2424.0",NULL,NULL,NULL,NULL,NULL,"465.2",NULL,"114.5","618.1",NULL
"Jun-1966","1700.0","70.0","841.0","56.0","2667.0",NULL,NULL,NULL,NULL,NULL,"514.3",NULL,"79.5","636.3",NULL
"May-1966","1583.0","66.0","875.0","54.0","2578.0",NULL,NULL,NULL,NULL,NULL,"469.7",NULL,"35.7","548.2",NULL
"Apr-1966","1508.0","68.0","923.0","55.0","2554.0",NULL,NULL,NULL,NULL,NULL,"449.6",NULL,"20.5","509.5",NULL
"Mar-1966","1606.0","79.0","1006.0","59.0","2750.0",NULL,NULL,NULL,NULL,NULL,"439.4",NULL,"17.0","491.2",NULL
"Feb-1966","1468.0","69.0","809.0","45.0","2391.0",NULL,NULL,NULL,NULL,NULL,"397.8",NULL,"18.1","453.3",NULL
"Jan-1966","1659.0","75.0","830.0","51.0","2615.0",NULL,NULL,NULL,NULL,NULL,"407.0",NULL,"35.5","480.7",NULL
"Dec-1965","1585.0","72.0","863.0","51.0","2571.0",NULL,NULL,NULL,NULL,NULL,"421.4",NULL,"152.5","620.0",NULL
"Nov-1965","1570.0","83.0","935.0","52.0","2640.0",NULL,NULL,NULL,NULL,NULL,"398.9",NULL,"275.1","723.7",NULL
"Oct-1965","1603.0","88.0","920.0","57.0","2668.0",NULL,NULL,NULL,NULL,NULL,"456.9",NULL,"262.1","768.2",NULL
"Sep-1965","1624.0","90.0","917.0","59.0","2690.0",NULL,NULL,NULL,NULL,NULL,"469.8",NULL,"224.4","740.0",NULL
"Aug-1965","1567.0","85.0","806.0","52.0","2510.0",NULL,NULL,NULL,NULL,NULL,"483.2",NULL,"163.6","684.0",NULL
"Jul-1965","1520.0","77.0","755.0","51.0","2403.0",NULL,NULL,NULL,NULL,NULL,"467.3",NULL,"95.7","597.2",NULL
